NIM,Gender,Usia,Fakultas,Angkatan,Jenis Buku,Jumlah Dipinjam,lamaMeminjam,Status Pengembalian,Denda
20001708,P,18,Fakultas Teknik,2022,Jurnal Ilmiah,4,3,Tepat Waktu,0
20001719,P,20,Fakultas Teknik,2019,Lainnya,4,9,Telat,2000
20001382,L,22,Fakultas Kedokteran,2020,Lainnya,2,6,Tepat Waktu,0
20001846,L,22,FEB,2022,Fiksi,4,2,Tepat Waktu,0
20001688,L,23,FEB,2020,Text Book,1,2,Tepat Waktu,0
20001112,P,19,Fakultas Kedokteran,2023,Jurnal Ilmiah,3,8,Telat,1000
20001627,P,18,FEB,2019,Text Book,2,5,Tepat Waktu,0
20001529,P,18,Fakultas Teknik,2020,Jurnal Ilmiah,3,8,Telat,1000
20001588,P,21,FEB,2021,Fiksi,4,4,Tepat Waktu,0
20001637,P,24,FEB,2022,Fiksi,1,2,Tepat Waktu,0
20001282,P,18,Fakultas Kedokteran,2020,Lainnya,2,6,Tepat Waktu,0
20001200,L,18,Fakultas Teknik,2020,Fiksi,1,3,Tepat Waktu,0
20001182,L,22,FEB,2019,Fiksi,1,5,Tepat Waktu,0
20001582,L,21,FEB,2020,Fiksi,4,5,Tepat Waktu,0
20001883,P,22,FEB,2023,Text Book,1,7,Tepat Waktu,0
20001485,L,19,Fakultas Teknik,2020,Jurnal Ilmiah,3,2,Tepat Waktu,0
20001539,L,23,FEB,2022,Lainnya,1,3,Tepat Waktu,0
20001945,L,22,Fakultas Teknik,2021,Fiksi,2,2,Tepat Waktu,0
20001570,L,20,Fakultas Kedokteran,2022,Jurnal Ilmiah,1,8,Telat,1000
20001704,L,19,Fakultas Kedokteran,2020,Text Book,3,8,Telat,1000
20001432,P,22,Fakultas Kedokteran,2022,Fiksi,4,1,Tepat Waktu,0
20001099,P,23,Fakultas Kedokteran,2020,Jurnal Ilmiah,1,7,Tepat Waktu,0
20001378,P,24,Fakultas Kedokteran,2022,Text Book,3,1,Tepat Waktu,0
20001378,L,20,FEB,2023,Lainnya,2,7,Tepat Waktu,0
20001589,P,19,Fakultas Teknik,2019,Fiksi,4,5,Tepat Waktu,0
20001464,P,19,FEB,2019,Lainnya,4,6,Tepat Waktu,0
20001164,P,21,Fakultas Teknik,2022,Fiksi,1,7,Tepat Waktu,0
20001428,P,19,Fakultas Teknik,2021,Fiksi,1,8,Telat,1000
20001753,P,20,FEB,2020,Jurnal Ilmiah,2,2,Tepat Waktu,0
20001601,P,22,Fakultas Kedokteran,2021,Jurnal Ilmiah,2,4,Tepat Waktu,0
20001403,P,18,FEB,2023,Fiksi,2,8,Telat,1000
20001459,P,22,FEB,2022,Lainnya,1,9,Telat,2000
20001600,P,23,Fakultas Kedokteran,2020,Jurnal Ilmiah,1,1,Tepat Waktu,0
20001236,P,22,Fakultas Kedokteran,2019,Text Book,1,9,Telat,2000
20001469,P,23,Fakultas Kedokteran,2019,Fiksi,3,6,Tepat Waktu,0
20001800,P,19,Fakultas Teknik,2020,Lainnya,2,5,Tepat Waktu,0
20001307,P,19,Fakultas Kedokteran,2021,Text Book,1,4,Tepat Waktu,0
20001667,L,23,Fakultas Teknik,2019,Fiksi,4,7,Tepat Waktu,0
20001486,L,23,FEB,2019,Text Book,4,7,Tepat Waktu,0
20001903,P,24,FEB,2022,Lainnya,3,1,Tepat Waktu,0
20001075,L,18,FEB,2022,Text Book,2,4,Tepat Waktu,0
20001512,P,20,Fakultas Kedokteran,2022,Text Book,3,7,Tepat Waktu,0
20001552,L,19,FEB,2023,Text Book,3,3,Tepat Waktu,0
20001339,L,23,Fakultas Teknik,2021,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001095,P,23,FEB,2020,Lainnya,3,2,Tepat Waktu,0
20001676,P,21,Fakultas Kedokteran,2021,Fiksi,1,6,Tepat Waktu,0
20001134,P,20,Fakultas Teknik,2020,Jurnal Ilmiah,2,9,Telat,2000
20001951,P,23,FEB,2023,Lainnya,3,2,Tepat Waktu,0
20001137,P,21,Fakultas Kedokteran,2023,Fiksi,4,6,Tepat Waktu,0
20001879,P,19,Fakultas Teknik,2019,Text Book,2,8,Telat,1000
20001300,P,19,FEB,2022,Fiksi,4,3,Tepat Waktu,0
20001695,L,22,Fakultas Kedokteran,2019,Jurnal Ilmiah,2,7,Tepat Waktu,0
20001787,P,18,FEB,2021,Fiksi,4,6,Tepat Waktu,0
20001835,P,23,Fakultas Teknik,2022,Text Book,4,5,Tepat Waktu,0
20001539,L,23,Fakultas Kedokteran,2023,Fiksi,1,8,Telat,1000
20001529,L,19,Fakultas Teknik,2019,Fiksi,1,6,Tepat Waktu,0
20001167,P,18,Fakultas Teknik,2021,Text Book,2,4,Tepat Waktu,0
20001317,P,22,Fakultas Kedokteran,2021,Jurnal Ilmiah,4,7,Tepat Waktu,0
20001280,L,24,Fakultas Kedokteran,2020,Lainnya,4,1,Tepat Waktu,0
20001181,L,22,FEB,2019,Jurnal Ilmiah,4,6,Tepat Waktu,0
20001133,L,22,Fakultas Kedokteran,2023,Jurnal Ilmiah,4,1,Tepat Waktu,0
20001840,L,21,Fakultas Kedokteran,2022,Jurnal Ilmiah,4,7,Tepat Waktu,0
20001832,P,20,Fakultas Teknik,2021,Text Book,3,9,Telat,2000
20001374,P,21,Fakultas Teknik,2020,Fiksi,1,5,Tepat Waktu,0
20001014,L,20,Fakultas Teknik,2020,Text Book,3,7,Tepat Waktu,0
20001425,L,22,Fakultas Teknik,2019,Text Book,1,4,Tepat Waktu,0
20001840,L,24,Fakultas Teknik,2019,Lainnya,3,1,Tepat Waktu,0
20001385,L,24,Fakultas Teknik,2022,Fiksi,3,8,Telat,1000
20001564,L,19,Fakultas Teknik,2020,Lainnya,3,7,Tepat Waktu,0
20001478,L,19,FEB,2022,Jurnal Ilmiah,4,2,Tepat Waktu,0
20001647,L,20,Fakultas Kedokteran,2019,Lainnya,2,9,Telat,2000
20001098,L,23,Fakultas Teknik,2020,Text Book,2,7,Tepat Waktu,0
20001112,P,24,Fakultas Kedokteran,2023,Lainnya,3,8,Telat,1000
20001990,L,20,Fakultas Kedokteran,2020,Fiksi,2,9,Telat,2000
20001102,L,23,Fakultas Teknik,2020,Lainnya,3,4,Tepat Waktu,0
20001068,P,21,FEB,2019,Lainnya,3,7,Tepat Waktu,0
20001834,L,21,Fakultas Kedokteran,2020,Lainnya,1,3,Tepat Waktu,0
20001540,L,24,Fakultas Kedokteran,2019,Jurnal Ilmiah,1,1,Tepat Waktu,0
20001183,P,22,FEB,2023,Lainnya,1,5,Tepat Waktu,0
20001617,P,23,FEB,2020,Text Book,3,6,Tepat Waktu,0
20001432,P,24,FEB,2020,Lainnya,1,8,Telat,1000
20001592,P,18,FEB,2019,Lainnya,1,8,Telat,1000
20001197,P,24,Fakultas Kedokteran,2020,Lainnya,1,5,Tepat Waktu,0
20001585,P,21,FEB,2022,Text Book,2,2,Tepat Waktu,0
20001500,P,24,Fakultas Teknik,2021,Lainnya,2,6,Tepat Waktu,0
20001360,P,18,Fakultas Teknik,2023,Jurnal Ilmiah,3,9,Telat,2000
20001959,L,20,Fakultas Kedokteran,2022,Text Book,1,4,Tepat Waktu,0
20001402,L,19,FEB,2021,Lainnya,1,7,Tepat Waktu,0
20001022,L,24,FEB,2022,Lainnya,2,7,Tepat Waktu,0
20001355,P,20,Fakultas Kedokteran,2019,Text Book,1,8,Telat,1000
20001967,P,23,Fakultas Teknik,2021,Jurnal Ilmiah,2,5,Tepat Waktu,0
20001896,L,24,Fakultas Kedokteran,2021,Text Book,3,8,Telat,1000
20001432,L,23,Fakultas Teknik,2022,Fiksi,2,1,Tepat Waktu,0
20001345,L,24,Fakultas Teknik,2019,Jurnal Ilmiah,1,4,Tepat Waktu,0
20001563,L,22,Fakultas Kedokteran,2022,Lainnya,4,6,Tepat Waktu,0
20001935,L,18,FEB,2020,Jurnal Ilmiah,4,6,Tepat Waktu,0
20001909,P,18,Fakultas Kedokteran,2020,Jurnal Ilmiah,1,3,Tepat Waktu,0
20001607,P,20,FEB,2022,Jurnal Ilmiah,1,7,Tepat Waktu,0
20001731,P,22,Fakultas Kedokteran,2020,Text Book,4,9,Telat,2000
20001733,P,21,Fakultas Teknik,2019,Fiksi,2,3,Tepat Waktu,0
20001139,L,18,Fakultas Teknik,2019,Lainnya,3,9,Telat,2000
20001572,L,22,FEB,2021,Text Book,1,5,Tepat Waktu,0
20001291,P,23,Fakultas Kedokteran,2019,Text Book,4,4,Tepat Waktu,0
20001110,P,23,FEB,2021,Text Book,4,7,Tepat Waktu,0
20001807,L,23,Fakultas Kedokteran,2023,Lainnya,3,1,Tepat Waktu,0
20001950,L,22,Fakultas Kedokteran,2020,Jurnal Ilmiah,4,7,Tepat Waktu,0
20001922,L,22,FEB,2019,Fiksi,4,8,Telat,1000
20001180,P,18,Fakultas Teknik,2019,Jurnal Ilmiah,2,9,Telat,2000
20001363,L,22,Fakultas Kedokteran,2020,Lainnya,2,7,Tepat Waktu,0
20001708,L,23,Fakultas Kedokteran,2019,Lainnya,1,8,Telat,1000
20001174,L,18,Fakultas Teknik,2021,Lainnya,1,6,Tepat Waktu,0
20001601,P,21,Fakultas Teknik,2022,Fiksi,1,5,Tepat Waktu,0
20001901,L,23,Fakultas Teknik,2019,Jurnal Ilmiah,3,1,Tepat Waktu,0
20001927,L,21,Fakultas Teknik,2022,Jurnal Ilmiah,2,7,Tepat Waktu,0
20001541,P,21,Fakultas Kedokteran,2021,Lainnya,4,2,Tepat Waktu,0
20001354,L,19,Fakultas Kedokteran,2020,Fiksi,2,5,Tepat Waktu,0
20001268,L,23,FEB,2023,Jurnal Ilmiah,4,5,Tepat Waktu,0
20001110,L,19,Fakultas Kedokteran,2022,Lainnya,2,3,Tepat Waktu,0
20001090,L,20,FEB,2023,Text Book,1,1,Tepat Waktu,0
20001734,P,21,FEB,2021,Fiksi,3,9,Telat,2000
20001279,P,18,FEB,2019,Lainnya,1,3,Tepat Waktu,0
20001905,P,22,FEB,2021,Fiksi,3,2,Tepat Waktu,0
20001550,P,19,FEB,2021,Lainnya,3,8,Telat,1000
20001622,L,22,Fakultas Kedokteran,2021,Lainnya,1,3,Tepat Waktu,0
20001798,P,18,Fakultas Teknik,2020,Text Book,3,5,Tepat Waktu,0
20001024,L,20,FEB,2021,Lainnya,4,2,Tepat Waktu,0
20001464,L,19,FEB,2023,Fiksi,3,7,Tepat Waktu,0
20001940,L,23,FEB,2023,Text Book,4,3,Tepat Waktu,0
20001638,L,20,Fakultas Teknik,2020,Lainnya,3,8,Telat,1000
20001693,P,24,FEB,2022,Text Book,1,6,Tepat Waktu,0
20001087,P,24,FEB,2022,Jurnal Ilmiah,1,1,Tepat Waktu,0
20001611,L,23,Fakultas Kedokteran,2020,Text Book,2,9,Telat,2000
20001858,P,23,Fakultas Kedokteran,2021,Text Book,2,7,Tepat Waktu,0
20001933,L,23,Fakultas Teknik,2021,Text Book,4,7,Tepat Waktu,0
20001699,L,24,FEB,2023,Jurnal Ilmiah,4,1,Tepat Waktu,0
20001331,P,24,Fakultas Kedokteran,2019,Text Book,4,4,Tepat Waktu,0
20001602,P,20,FEB,2023,Text Book,3,9,Telat,2000
20001337,L,22,Fakultas Kedokteran,2021,Jurnal Ilmiah,1,5,Tepat Waktu,0
20001101,L,23,Fakultas Kedokteran,2022,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001730,P,20,FEB,2019,Text Book,4,5,Tepat Waktu,0
20001808,P,19,Fakultas Teknik,2020,Text Book,1,2,Tepat Waktu,0
20001873,P,22,Fakultas Kedokteran,2019,Fiksi,3,8,Telat,1000
20001192,L,22,Fakultas Kedokteran,2023,Text Book,2,7,Tepat Waktu,0
20001888,P,24,FEB,2019,Lainnya,3,7,Tepat Waktu,0
20001599,P,20,Fakultas Kedokteran,2022,Lainnya,3,8,Telat,1000
20001965,P,23,Fakultas Teknik,2023,Lainnya,3,4,Tepat Waktu,0
20001160,L,22,FEB,2021,Jurnal Ilmiah,4,6,Tepat Waktu,0
20001632,L,19,FEB,2021,Text Book,3,4,Tepat Waktu,0
20001871,P,24,FEB,2019,Fiksi,1,3,Tepat Waktu,0
20001276,P,22,Fakultas Teknik,2022,Fiksi,1,7,Tepat Waktu,0
20001175,L,21,Fakultas Kedokteran,2021,Lainnya,4,1,Tepat Waktu,0
20001226,P,22,FEB,2021,Lainnya,4,6,Tepat Waktu,0
20001649,P,22,Fakultas Kedokteran,2020,Text Book,3,1,Tepat Waktu,0
20001932,P,22,FEB,2022,Fiksi,3,9,Telat,2000
20001585,P,18,Fakultas Teknik,2020,Text Book,3,6,Tepat Waktu,0
20001525,P,21,Fakultas Kedokteran,2023,Fiksi,4,7,Tepat Waktu,0
20001760,P,19,Fakultas Teknik,2022,Fiksi,3,4,Tepat Waktu,0
20001711,L,20,Fakultas Kedokteran,2023,Lainnya,1,8,Telat,1000
20001677,P,20,FEB,2020,Jurnal Ilmiah,3,6,Tepat Waktu,0
20001518,P,18,FEB,2021,Fiksi,1,3,Tepat Waktu,0
20001865,L,18,FEB,2021,Text Book,4,7,Tepat Waktu,0
20001872,P,23,Fakultas Teknik,2020,Jurnal Ilmiah,4,2,Tepat Waktu,0
20001223,P,20,FEB,2021,Jurnal Ilmiah,4,5,Tepat Waktu,0
20001611,L,21,FEB,2023,Lainnya,3,1,Tepat Waktu,0
20001566,P,24,Fakultas Teknik,2020,Fiksi,2,2,Tepat Waktu,0
20001798,P,22,Fakultas Teknik,2019,Lainnya,1,5,Tepat Waktu,0
20001584,P,24,Fakultas Teknik,2020,Fiksi,1,9,Telat,2000
20001695,L,19,Fakultas Kedokteran,2021,Lainnya,2,5,Tepat Waktu,0
20001351,P,23,FEB,2023,Text Book,1,3,Tepat Waktu,0
20001309,P,18,Fakultas Teknik,2019,Fiksi,1,6,Tepat Waktu,0
20001148,P,18,FEB,2023,Fiksi,4,5,Tepat Waktu,0
20001866,L,18,FEB,2019,Lainnya,3,5,Tepat Waktu,0
20001072,P,18,Fakultas Teknik,2021,Lainnya,4,2,Tepat Waktu,0
20001007,L,20,Fakultas Kedokteran,2020,Text Book,3,5,Tepat Waktu,0
20001383,P,23,Fakultas Kedokteran,2020,Fiksi,1,2,Tepat Waktu,0
20001998,L,19,Fakultas Teknik,2021,Text Book,4,6,Tepat Waktu,0
20001314,L,20,Fakultas Teknik,2023,Jurnal Ilmiah,3,7,Tepat Waktu,0
20001707,L,19,FEB,2019,Text Book,2,6,Tepat Waktu,0
20001249,L,23,FEB,2020,Fiksi,4,8,Telat,1000
20001646,P,19,Fakultas Teknik,2022,Fiksi,2,3,Tepat Waktu,0
20001856,L,19,FEB,2022,Fiksi,3,4,Tepat Waktu,0
20001923,P,20,Fakultas Teknik,2023,Lainnya,2,8,Telat,1000
20001418,P,21,Fakultas Kedokteran,2021,Lainnya,1,9,Telat,2000
20001893,P,24,Fakultas Teknik,2020,Jurnal Ilmiah,2,3,Tepat Waktu,0
20001998,P,24,Fakultas Teknik,2023,Fiksi,2,1,Tepat Waktu,0
20001294,L,19,FEB,2020,Lainnya,4,9,Telat,2000
20001655,L,21,FEB,2019,Lainnya,3,8,Telat,1000
20001379,P,18,Fakultas Teknik,2020,Lainnya,1,7,Tepat Waktu,0
20001281,P,24,FEB,2021,Lainnya,1,9,Telat,2000
20001209,P,19,Fakultas Kedokteran,2021,Text Book,3,3,Tepat Waktu,0
20001005,L,20,Fakultas Teknik,2019,Fiksi,3,6,Tepat Waktu,0
20001690,P,24,FEB,2021,Text Book,1,7,Tepat Waktu,0
20001785,L,24,Fakultas Kedokteran,2020,Text Book,1,3,Tepat Waktu,0
20001434,L,18,Fakultas Teknik,2022,Lainnya,2,4,Tepat Waktu,0
20001734,L,21,Fakultas Teknik,2021,Text Book,3,5,Tepat Waktu,0
20001439,P,24,Fakultas Teknik,2019,Lainnya,2,5,Tepat Waktu,0
20001301,L,24,Fakultas Kedokteran,2021,Fiksi,3,8,Telat,1000
20001586,P,20,FEB,2023,Text Book,3,6,Tepat Waktu,0
20001028,P,22,FEB,2020,Jurnal Ilmiah,3,5,Tepat Waktu,0
20001556,P,20,Fakultas Kedokteran,2020,Text Book,2,2,Tepat Waktu,0
20001509,P,23,Fakultas Kedokteran,2021,Jurnal Ilmiah,4,6,Tepat Waktu,0
20001959,L,24,Fakultas Teknik,2019,Lainnya,3,9,Telat,2000
20001290,P,20,Fakultas Kedokteran,2021,Text Book,4,1,Tepat Waktu,0
20001606,P,22,FEB,2020,Jurnal Ilmiah,3,1,Tepat Waktu,0
20001115,L,20,Fakultas Teknik,2019,Lainnya,2,7,Tepat Waktu,0
20001968,L,18,Fakultas Kedokteran,2020,Lainnya,1,1,Tepat Waktu,0
20001912,P,18,Fakultas Kedokteran,2020,Text Book,3,5,Tepat Waktu,0
20001278,P,20,Fakultas Teknik,2019,Lainnya,1,1,Tepat Waktu,0
20001052,P,19,Fakultas Teknik,2019,Jurnal Ilmiah,3,2,Tepat Waktu,0
20001858,P,23,Fakultas Teknik,2023,Text Book,2,4,Tepat Waktu,0
20001125,P,22,Fakultas Kedokteran,2022,Fiksi,2,6,Tepat Waktu,0
20001125,L,19,Fakultas Teknik,2020,Text Book,2,5,Tepat Waktu,0
20001907,P,20,FEB,2019,Lainnya,3,7,Tepat Waktu,0
20001374,P,19,Fakultas Teknik,2020,Text Book,3,8,Telat,1000
20001982,P,23,Fakultas Kedokteran,2020,Jurnal Ilmiah,3,1,Tepat Waktu,0
20001160,P,22,Fakultas Kedokteran,2019,Fiksi,3,4,Tepat Waktu,0
20001221,L,18,Fakultas Kedokteran,2020,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001197,L,24,Fakultas Teknik,2023,Fiksi,1,6,Tepat Waktu,0
20001759,P,23,Fakultas Kedokteran,2021,Text Book,2,6,Tepat Waktu,0
20001189,P,23,Fakultas Teknik,2021,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001949,P,24,Fakultas Teknik,2023,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001605,P,22,Fakultas Kedokteran,2019,Lainnya,3,3,Tepat Waktu,0
20001365,P,21,FEB,2021,Text Book,2,9,Telat,2000
20001299,L,24,Fakultas Teknik,2021,Lainnya,3,3,Tepat Waktu,0
20001115,P,18,Fakultas Teknik,2019,Text Book,3,6,Tepat Waktu,0
20001846,L,19,Fakultas Kedokteran,2021,Text Book,1,1,Tepat Waktu,0
20001320,P,19,FEB,2019,Fiksi,3,6,Tepat Waktu,0
20001703,P,23,Fakultas Kedokteran,2020,Text Book,4,7,Tepat Waktu,0
20001460,L,20,Fakultas Kedokteran,2023,Fiksi,2,4,Tepat Waktu,0
20001891,P,20,Fakultas Kedokteran,2022,Lainnya,4,5,Tepat Waktu,0
20001861,P,21,Fakultas Teknik,2022,Text Book,2,1,Tepat Waktu,0
20001844,P,24,FEB,2022,Lainnya,2,1,Tepat Waktu,0
20001946,P,19,Fakultas Kedokteran,2022,Lainnya,2,4,Tepat Waktu,0
20001995,P,24,Fakultas Kedokteran,2021,Text Book,2,3,Tepat Waktu,0
20001712,P,24,Fakultas Kedokteran,2021,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001596,L,20,Fakultas Kedokteran,2021,Jurnal Ilmiah,2,8,Telat,1000
20001907,P,19,Fakultas Teknik,2019,Lainnya,2,3,Tepat Waktu,0
20001716,P,23,FEB,2019,Fiksi,3,6,Tepat Waktu,0
20001272,L,19,Fakultas Teknik,2022,Lainnya,4,4,Tepat Waktu,0
20001050,P,23,FEB,2022,Lainnya,3,2,Tepat Waktu,0
20001592,L,24,Fakultas Kedokteran,2022,Fiksi,4,6,Tepat Waktu,0
20001995,L,21,Fakultas Teknik,2019,Fiksi,3,9,Telat,2000
20001468,L,22,Fakultas Teknik,2020,Lainnya,4,3,Tepat Waktu,0
20001972,P,19,FEB,2023,Jurnal Ilmiah,4,8,Telat,1000
20001778,L,21,Fakultas Kedokteran,2019,Jurnal Ilmiah,2,7,Tepat Waktu,0
20001855,P,18,FEB,2023,Jurnal Ilmiah,2,1,Tepat Waktu,0
20001709,P,23,Fakultas Kedokteran,2023,Lainnya,4,6,Tepat Waktu,0
20001846,P,19,Fakultas Kedokteran,2022,Lainnya,1,2,Tepat Waktu,0
20001730,P,21,Fakultas Kedokteran,2022,Text Book,2,5,Tepat Waktu,0
20001485,P,22,Fakultas Teknik,2022,Jurnal Ilmiah,4,4,Tepat Waktu,0
20001349,P,23,Fakultas Kedokteran,2023,Lainnya,4,9,Telat,2000
20001523,L,22,Fakultas Teknik,2023,Text Book,3,4,Tepat Waktu,0
20001139,P,22,Fakultas Kedokteran,2021,Fiksi,2,1,Tepat Waktu,0
20001450,L,21,Fakultas Kedokteran,2021,Lainnya,2,9,Telat,2000
20001628,P,19,Fakultas Kedokteran,2021,Text Book,3,4,Tepat Waktu,0
20001242,L,18,Fakultas Kedokteran,2022,Fiksi,2,4,Tepat Waktu,0
20001796,L,21,FEB,2019,Jurnal Ilmiah,4,4,Tepat Waktu,0
20001074,P,19,FEB,2023,Jurnal Ilmiah,1,4,Tepat Waktu,0
20001272,L,21,Fakultas Teknik,2022,Jurnal Ilmiah,3,7,Tepat Waktu,0
20001874,L,22,FEB,2022,Text Book,3,1,Tepat Waktu,0
20001093,L,20,Fakultas Teknik,2022,Jurnal Ilmiah,3,5,Tepat Waktu,0
20001843,P,23,FEB,2019,Fiksi,4,7,Tepat Waktu,0
20001109,P,23,Fakultas Kedokteran,2019,Fiksi,1,5,Tepat Waktu,0
20001556,P,18,FEB,2023,Fiksi,2,8,Telat,1000
20001714,L,19,FEB,2022,Lainnya,3,7,Tepat Waktu,0
20001658,L,23,Fakultas Kedokteran,2021,Fiksi,3,8,Telat,1000
20001191,L,21,Fakultas Kedokteran,2023,Lainnya,1,4,Tepat Waktu,0
20001518,L,22,Fakultas Kedokteran,2021,Lainnya,1,5,Tepat Waktu,0
20001263,L,23,Fakultas Teknik,2022,Fiksi,1,4,Tepat Waktu,0
20001727,L,22,Fakultas Kedokteran,2019,Lainnya,1,1,Tepat Waktu,0
20001801,P,19,FEB,2019,Fiksi,3,4,Tepat Waktu,0
20001886,L,23,Fakultas Teknik,2019,Lainnya,1,6,Tepat Waktu,0
20001232,L,21,FEB,2023,Lainnya,2,4,Tepat Waktu,0
20001387,P,22,Fakultas Teknik,2021,Text Book,4,9,Telat,2000
20001880,P,20,Fakultas Kedokteran,2020,Text Book,2,5,Tepat Waktu,0
20001171,P,24,Fakultas Teknik,2020,Text Book,4,6,Tepat Waktu,0
20001139,P,23,FEB,2022,Jurnal Ilmiah,1,4,Tepat Waktu,0
20001073,L,24,Fakultas Kedokteran,2019,Lainnya,4,4,Tepat Waktu,0
20001213,L,19,Fakultas Kedokteran,2020,Lainnya,3,5,Tepat Waktu,0
20001314,P,18,Fakultas Kedokteran,2022,Jurnal Ilmiah,3,4,Tepat Waktu,0
20001749,L,22,Fakultas Teknik,2022,Text Book,4,8,Telat,1000
20001342,L,22,Fakultas Teknik,2019,Jurnal Ilmiah,3,7,Tepat Waktu,0
20001990,P,21,FEB,2019,Jurnal Ilmiah,2,8,Telat,1000
20001566,L,21,Fakultas Teknik,2021,Jurnal Ilmiah,4,3,Tepat Waktu,0
20001716,L,24,FEB,2021,Jurnal Ilmiah,2,4,Tepat Waktu,0
20001751,L,20,FEB,2019,Fiksi,4,1,Tepat Waktu,0
20001731,L,19,Fakultas Teknik,2019,Lainnya,1,4,Tepat Waktu,0
20001016,L,19,Fakultas Teknik,2021,Lainnya,3,8,Telat,1000
20001043,P,20,Fakultas Kedokteran,2022,Jurnal Ilmiah,1,4,Tepat Waktu,0
20001522,L,22,FEB,2021,Lainnya,3,3,Tepat Waktu,0
20001877,P,18,Fakultas Kedokteran,2022,Lainnya,4,2,Tepat Waktu,0
20001157,L,20,FEB,2023,Fiksi,4,3,Tepat Waktu,0
20001406,P,21,FEB,2021,Jurnal Ilmiah,4,3,Tepat Waktu,0
20001083,P,20,FEB,2021,Lainnya,3,6,Tepat Waktu,0
20001571,L,21,Fakultas Teknik,2023,Text Book,3,3,Tepat Waktu,0
20001091,P,21,Fakultas Kedokteran,2023,Lainnya,2,4,Tepat Waktu,0
20001281,P,19,Fakultas Kedokteran,2021,Jurnal Ilmiah,2,3,Tepat Waktu,0
20001349,L,18,Fakultas Teknik,2023,Fiksi,1,8,Telat,1000
20001790,L,21,Fakultas Kedokteran,2019,Lainnya,3,5,Tepat Waktu,0
20001002,P,19,FEB,2021,Fiksi,3,3,Tepat Waktu,0
20001831,L,23,Fakultas Teknik,2022,Text Book,4,8,Telat,1000
20001764,P,22,Fakultas Teknik,2019,Jurnal Ilmiah,2,5,Tepat Waktu,0
20001813,L,20,FEB,2020,Jurnal Ilmiah,3,3,Tepat Waktu,0
20001796,P,18,Fakultas Kedokteran,2020,Fiksi,3,2,Tepat Waktu,0
20001232,P,21,Fakultas Teknik,2023,Jurnal Ilmiah,3,7,Tepat Waktu,0
20001780,L,20,Fakultas Kedokteran,2020,Jurnal Ilmiah,4,9,Telat,2000
20001923,P,20,FEB,2020,Fiksi,4,8,Telat,1000
20001199,P,20,Fakultas Kedokteran,2022,Jurnal Ilmiah,4,5,Tepat Waktu,0
20001499,L,21,Fakultas Kedokteran,2021,Fiksi,1,5,Tepat Waktu,0
20001127,L,23,FEB,2022,Fiksi,1,9,Telat,2000
20001281,L,18,Fakultas Teknik,2020,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001618,P,22,Fakultas Teknik,2023,Lainnya,2,7,Tepat Waktu,0
20001950,L,23,FEB,2019,Jurnal Ilmiah,4,4,Tepat Waktu,0
20001799,L,24,Fakultas Kedokteran,2021,Fiksi,4,8,Telat,1000
20001132,L,24,Fakultas Teknik,2022,Text Book,1,8,Telat,1000
20001032,P,23,Fakultas Teknik,2020,Jurnal Ilmiah,1,8,Telat,1000
20001955,P,21,Fakultas Kedokteran,2023,Lainnya,2,4,Tepat Waktu,0
20001282,P,22,Fakultas Kedokteran,2022,Fiksi,3,8,Telat,1000
20001095,P,23,Fakultas Teknik,2022,Lainnya,3,9,Telat,2000
20001516,L,23,Fakultas Teknik,2023,Lainnya,1,5,Tepat Waktu,0
20001113,P,21,Fakultas Teknik,2020,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001349,P,18,Fakultas Teknik,2020,Fiksi,4,3,Tepat Waktu,0
20001560,L,23,Fakultas Kedokteran,2021,Jurnal Ilmiah,3,8,Telat,1000
20001786,P,23,FEB,2019,Lainnya,4,3,Tepat Waktu,0
20001127,P,23,FEB,2020,Text Book,4,9,Telat,2000
20001164,P,24,Fakultas Kedokteran,2020,Lainnya,4,9,Telat,2000
20001351,P,24,Fakultas Kedokteran,2020,Text Book,4,3,Tepat Waktu,0
20001199,L,23,Fakultas Teknik,2023,Fiksi,2,7,Tepat Waktu,0
20001181,L,19,FEB,2023,Lainnya,4,2,Tepat Waktu,0
20001874,L,23,Fakultas Kedokteran,2022,Fiksi,2,4,Tepat Waktu,0
20001335,L,21,Fakultas Teknik,2020,Text Book,3,8,Telat,1000
20001301,L,18,FEB,2020,Fiksi,1,4,Tepat Waktu,0
20001898,P,18,FEB,2022,Fiksi,1,5,Tepat Waktu,0
20001967,L,24,Fakultas Kedokteran,2021,Lainnya,1,9,Telat,2000
20001976,P,20,Fakultas Teknik,2020,Fiksi,4,9,Telat,2000
20001746,L,23,FEB,2020,Jurnal Ilmiah,2,6,Tepat Waktu,0
20001957,L,21,FEB,2021,Text Book,1,5,Tepat Waktu,0
20001127,P,23,FEB,2021,Jurnal Ilmiah,2,7,Tepat Waktu,0
20001211,L,23,Fakultas Kedokteran,2020,Text Book,4,8,Telat,1000
20001158,L,24,Fakultas Teknik,2023,Lainnya,1,9,Telat,2000
